Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|54 |     Петров |               2 |         22 |
|55 |    Соколов |               2 |         22 |
|56 |      Попов |               1 |         22 |
|57 |    Смирнов |               1 |         22 |
|58 |   Васильев |               1 |         22 |
|59 |     Петров |               1 |         22 |
|60 |      Попов |               1 |         22 |
|61 |     Иванов |               1 |         22 |
|62 |   Михайлов |               1 |         22 |
|63 |      Попов |               1 |         22 |
|64 |    Смирнов |               1 |         22 |
|65 |     Петров |               6 |         21 |
|66 |    Соколов |               6 |         21 |
|67 |    Смирнов |               6 |         21 |
|68 |   Кузнецов |               6 |         21 |
|69 |   Васильев |               6 |         21 |
|70 |    Смирнов |               6 |         21 |
|71 |      Попов |               6 |         21 |
|72 |     Петров |               6 |         21 |
|73 |    Соколов |               6 |         21 |
|74 |    Соколов |               6 |         21 |
|75 |    Соколов |               6 |         21 |
|76 |     Петров |               6 |         21 |
|77 |   Васильев |               6 |         21 |
|78 |     Иванов |               6 |         21 |
|79 |    Соколов |               6 |         21 |
|80 |   Михайлов |               6 |         21 |
|81 |     Петров |               6 |         21 |
|82 |   Кузнецов |               6 |         21 |
|83 |   Кузнецов |               6 |         21 |
|84 |   Кузнецов |               6 |         21 |
|85 |      Попов |               6 |         21 |
|86 |   Кузнецов |               6 |         21 |
|87 |     Петров |               6 |         21 |
|88 |     Петров |               6 |         21 |
|89 |   Михайлов |               6 |         21 |
|90 |    Соколов |               6 |         21 |
|91 |    Смирнов |               6 |         21 |
|92 |    Смирнов |               6 |         21 |
|93 |    Смирнов |               5 |         21 |
|94 |   Кузнецов |               5 |         21 |
|95 |     Иванов |               5 |         21 |
|96 |   Михайлов |               5 |         21 |
|97 |   Кузнецов |               5 |         21 |
|98 |    Соколов |               5 |         21 |
|99 |     Иванов |               5 |         21 |
|100 |      Попов |               5 |         21 |
|101 |   Васильев |               5 |         21 |
|102 |     Петров |               5 |         21 |
|103 |   Васильев |               5 |         21 |
|104 |      Попов |               5 |         21 |
|105 |   Михайлов |               5 |         21 |
|106 |   Михайлов |               5 |         21 |
|107 |   Васильев |               5 |         21 |
|108 |     Иванов |               5 |         21 |
|109 |     Иванов |               5 |         21 |
